run_id,scenario,time_h,X_true,S1_true,S2_true,X_obs,S1_obs,S2_obs,split,z_true,X_baseline,S1_baseline,S2_baseline,res_X,res_S1,res_S2,res_X_true,res_S1_true,res_S2_true
scenario_4_switching_cal,scenario_4_switching_cal,23.030303,0.063980,9.910670,15.998500,0.017438,9.876441,16.031648,train,0.000515,0.254513,9.780801,15.766387,-0.237075,0.095639,0.265261,-0.190533,0.129869,0.232113
scenario_4_switching_cal,scenario_4_switching_cal,24.242424,0.068028,9.902419,15.998397,0.030804,9.898114,15.984705,train,0.000408,0.290888,9.746806,15.730135,-0.260084,0.151308,0.254571,-0.222860,0.155613,0.268262
scenario_4_switching_cal,scenario_4_switching_cal,25.454545,0.072332,9.893646,15.998287,0.066717,9.929292,15.984625,train,0.000324,0.332442,9.707973,15.688716,-0.265725,0.221319,0.295908,-0.260110,0.185674,0.309570
scenario_4_switching_cal,scenario_4_switching_cal,26.666667,0.076907,9.884319,15.998170,0.107905,9.880043,16.028917,train,0.000258,0.379903,9.663620,15.641402,-0.271998,0.216423,0.387515,-0.302996,0.220699,0.356768
scenario_4_switching_cal,scenario_4_switching_cal,27.878788,0.081771,9.874403,15.998046,0.073056,9.838394,16.002275,train,0.000206,0.434104,9.612972,15.587359,-0.361048,0.225421,0.414917,-0.352333,0.261431,0.410687
scenario_4_switching_cal,scenario_4_switching_cal,29.090909,0.086942,9.863861,15.997915,0.088961,9.901722,15.986874,train,0.000165,0.495991,9.555146,15.525640,-0.407030,0.346575,0.461234,-0.409049,0.308714,0.472275
scenario_4_switching_cal,scenario_4_switching_cal,30.303030,0.092439,9.852653,15.997775,0.115115,9.866301,15.994672,train,0.000133,0.566637,9.489140,15.455168,-0.451523,0.377161,0.539505,-0.474198,0.363513,0.542607
scenario_4_switching_cal,scenario_4_switching_cal,31.515152,0.098283,9.840739,15.997626,0.140421,9.839339,16.024688,train,0.000108,0.647264,9.413816,15.374717,-0.506844,0.425523,0.649971,-0.548981,0.426924,0.622909
scenario_4_switching_cal,scenario_4_switching_cal,32.727273,0.104495,9.828073,15.997469,0.092958,9.820645,16.026793,train,0.000089,0.739255,9.327883,15.282899,-0.646297,0.492762,0.743894,-0.634760,0.500190,0.714570
scenario_4_switching_cal,scenario_4_switching_cal,33.939394,0.111098,9.814610,15.997301,0.110761,9.836257,15.980965,train,0.000073,0.844175,9.229884,15.178135,-0.733414,0.606373,0.802830,-0.733078,0.584726,0.819166
scenario_4_switching_cal,scenario_4_switching_cal,35.151515,0.118117,9.800298,15.997122,0.154558,9.789458,15.996273,train,0.000061,0.963798,9.118169,15.058638,-0.809240,0.671289,0.937635,-0.845681,0.682129,0.938484
scenario_4_switching_cal,scenario_4_switching_cal,36.363636,0.125577,9.785085,15.996932,0.095133,9.808050,15.998735,train,0.000052,1.100119,8.990880,14.922389,-1.004986,0.817170,1.076346,-0.974542,0.794205,1.074543
scenario_4_switching_cal,scenario_4_switching_cal,37.575758,0.133507,9.768915,15.996729,0.154059,9.779758,15.977005,train,0.000045,1.255389,8.845928,14.767107,-1.101330,0.933831,1.209897,-1.121882,0.922987,1.229622
scenario_4_switching_cal,scenario_4_switching_cal,38.787879,0.141936,9.751727,15.996514,0.121569,9.756621,15.995400,train,0.000039,1.432130,8.680972,14.590225,-1.310561,1.075649,1.405175,-1.290194,1.070756,1.406289
scenario_4_switching_cal,scenario_4_switching_cal,40.000000,0.150893,9.733460,15.996285,0.152943,9.736370,15.996391,train,0.000035,1.633162,8.493400,14.388859,-1.480219,1.242969,1.607532,-1.482269,1.240059,1.607425
scenario_4_switching_cal,scenario_4_switching_cal,41.212121,0.160414,9.714044,15.996040,0.155561,9.710545,16.018844,train,0.000031,1.861623,8.280315,14.159784,-1.706062,1.430229,1.859060,-1.701209,1.433729,1.836256
scenario_4_switching_cal,scenario_4_switching_cal,42.424242,0.170531,9.693410,15.995780,0.151371,9.714323,16.019929,train,0.000029,2.120982,8.038522,13.899406,-1.969611,1.675800,2.120522,-1.950451,1.654888,2.096374
scenario_4_switching_cal,scenario_4_switching_cal,43.636364,0.181283,9.671481,15.995503,0.161621,9.654174,15.988919,train,0.000027,2.415045,7.764533,13.603745,-2.253424,1.889641,2.385174,-2.233762,1.906948,2.391758
scenario_4_switching_cal,scenario_4_switching_cal,44.848485,0.192709,9.648177,15.995208,0.198237,9.615739,15.990929,train,0.000025,2.747943,7.454585,13.268420,-2.549706,2.161154,2.722508,-2.555234,2.193593,2.726787
scenario_4_switching_cal,scenario_4_switching_cal,46.060606,0.204850,9.623413,15.994893,0.224760,9.635702,16.008179,train,0.000024,3.124094,7.104693,12.888663,-2.899334,2.531009,3.119516,-2.919245,2.518721,3.106230
scenario_4_switching_cal,scenario_4_switching_cal,47.272727,0.217750,9.597099,15.994558,0.215155,9.609724,15.982854,train,0.000024,3.548125,6.710746,12.459341,-3.332970,2.898978,3.523513,-3.330375,2.886353,3.535217
scenario_4_switching_cal,scenario_4_switching_cal,48.484848,0.231456,9.569140,15.994200,0.232858,9.578745,16.005973,train,0.000023,4.024726,6.268680,11.975032,-3.791867,3.310065,4.030941,-3.793270,3.300460,4.019168
scenario_4_switching_cal,scenario_4_switching_cal,49.696970,0.246018,9.539433,15.993819,0.257442,9.547588,15.992061,train,0.000023,4.558404,5.774768,11.430155,-4.300963,3.772820,4.561906,-4.312386,3.764666,4.563664
scenario_4_switching_cal,scenario_4_switching_cal,50.909091,0.261488,9.507872,15.993413,0.242056,9.501461,15.974025,train,0.000023,5.153077,5.226103,10.819198,-4.911021,4.275359,5.154828,-4.891588,4.281769,5.174216
scenario_4_switching_cal,scenario_4_switching_cal,52.121212,0.277922,9.474343,15.992980,0.292716,9.490093,15.973844,train,0.000023,5.811402,4.621391,10.137085,-5.518686,4.868701,5.836759,-5.533480,4.852952,5.855896
scenario_4_switching_cal,scenario_4_switching_cal,53.333333,0.295379,9.438726,15.992518,0.311765,9.437814,16.021460,train,0.000023,6.533703,3.962252,9.379769,-6.221938,5.475562,6.641691,-6.238325,5.476473,6.612750
scenario_4_switching_cal,scenario_4_switching_cal,54.545455,0.313919,9.400893,15.992026,0.365992,9.391150,15.988897,train,0.000023,7.316227,3.255344,8.545157,-6.950235,6.135807,7.443740,-7.002307,6.145549,7.446869
scenario_4_switching_cal,scenario_4_switching_cal,55.757576,0.333611,9.360709,15.991500,0.326089,9.354471,16.024307,train,0.000024,8.148391,2.515775,7.634533,-7.822303,6.838696,8.389774,-7.814781,6.844934,8.356967
scenario_4_switching_cal,scenario_4_switching_cal,56.969697,0.354522,9.318033,15.990939,0.345360,9.358445,15.980667,train,0.000024,9.008687,1.772202,6.654687,-8.663327,7.586243,9.325980,-8.654165,7.545830,9.336252
scenario_4_switching_cal,scenario_4_switching_cal,58.181818,0.376727,9.272713,15.990341,0.392106,9.238013,15.996165,train,0.000025,9.859745,1.072626,5.620907,-9.467640,8.165387,10.375258,-9.483019,8.200087,10.369433
scenario_4_switching_cal,scenario_4_switching_cal,59.393939,0.400302,9.224590,15.989701,0.416684,9.234586,16.037555,train,0.000026,10.646843,0.484043,4.560539,-10.230159,8.750542,11.477016,-10.246541,8.740547,11.429162
scenario_4_switching_cal,scenario_4_switching_cal,60.606061,0.425331,9.173497,15.989019,0.414629,9.139915,15.967871,train,0.000027,11.311013,0.068551,3.515546,-10.896384,9.071363,12.452325,-10.885682,9.104945,12.473473
scenario_4_switching_cal,scenario_4_switching_cal,61.818182,0.451899,9.119255,15.988290,0.443836,9.117091,15.950334,train,0.000028,11.311013,0.000000,0.000000,-10.867178,9.117091,15.950334,-10.859114,9.119255,15.988290
scenario_4_switching_cal,scenario_4_switching_cal,63.030303,0.480097,9.061678,15.987511,0.490920,9.053006,16.013243,train,0.000029,11.311013,0.000000,0.000000,-10.820093,9.053006,16.013243,-10.830916,9.061678,15.987511
scenario_4_switching_cal,scenario_4_switching_cal,64.242424,0.510022,9.000569,15.986679,0.493470,8.958869,15.970142,train,0.000030,11.311013,0.000000,0.000000,-10.817543,8.958869,15.970142,-10.800991,9.000569,15.986679
scenario_4_switching_cal,scenario_4_switching_cal,65.454545,0.541774,8.935720,15.985789,0.533563,8.943500,15.985375,train,0.000031,11.311013,0.000000,0.000000,-10.777450,8.943500,15.985375,-10.769239,8.935720,15.985789
scenario_4_switching_cal,scenario_4_switching_cal,66.666667,0.575459,8.866911,15.984837,0.577251,8.859310,15.973119,train,0.000033,11.311013,0.000000,0.000000,-10.733762,8.859310,15.973119,-10.735554,8.866911,15.984837
scenario_4_switching_cal,scenario_4_switching_cal,67.878788,0.611190,8.793914,15.983819,0.631109,8.751930,15.989183,train,0.000035,11.311013,0.000000,0.000000,-10.679904,8.751930,15.989183,-10.699823,8.793914,15.983819
scenario_4_switching_cal,scenario_4_switching_cal,69.090909,0.649083,8.716486,15.982730,0.636991,8.733277,15.963719,train,0.000037,11.311013,0.000000,0.000000,-10.674022,8.733277,15.963719,-10.661930,8.716486,15.982730
scenario_4_switching_cal,scenario_4_switching_cal,70.303030,0.689261,8.634374,15.981564,0.652413,8.663075,15.977965,train,0.000039,11.311013,0.000000,0.000000,-10.658600,8.663075,15.977965,-10.621753,8.634374,15.981564
scenario_4_switching_cal,scenario_4_switching_cal,71.515152,0.731851,8.547314,15.980315,0.693520,8.577116,15.989312,train,0.000042,11.311013,0.000000,0.000000,-10.617494,8.577116,15.989312,-10.579162,8.547314,15.980315
scenario_4_switching_cal,scenario_4_switching_cal,72.727273,0.776990,8.455026,15.978978,0.751801,8.462205,15.958811,train,0.000045,11.311013,0.000000,0.000000,-10.559212,8.462205,15.958811,-10.534024,8.455026,15.978978
scenario_4_switching_cal,scenario_4_switching_cal,73.939394,0.824815,8.357221,15.977544,0.798552,8.358142,15.963542,train,0.000048,11.311013,0.000000,0.000000,-10.512462,8.358142,15.963542,-10.486198,8.357221,15.977544
scenario_4_switching_cal,scenario_4_switching_cal,75.151515,0.875473,8.253596,15.976006,0.872381,8.280160,15.969059,train,0.000053,11.311013,0.000000,0.000000,-10.438632,8.280160,15.969059,-10.435540,8.253596,15.976006
scenario_4_switching_cal,scenario_4_switching_cal,76.363636,0.929115,8.143837,15.974357,0.905338,8.177485,15.945781,train,0.000057,11.311013,0.000000,0.000000,-10.405676,8.177485,15.945781,-10.381898,8.143837,15.974357
scenario_4_switching_cal,scenario_4_switching_cal,77.575758,0.985897,8.027617,15.972587,0.971842,8.050289,15.964136,train,0.000063,11.311013,0.000000,0.000000,-10.339171,8.050289,15.964136,-10.325116,8.027617,15.972587
scenario_4_switching_cal,scenario_4_switching_cal,78.787879,1.045981,7.904598,15.970687,1.030499,7.885767,15.973063,train,0.000070,11.311013,0.000000,0.000000,-10.280514,7.885767,15.973063,-10.265032,7.904598,15.970687
scenario_4_switching_cal,scenario_4_switching_cal,80.000000,1.109532,7.774431,15.968645,1.100722,7.778458,15.960654,train,0.000078,11.311013,0.000000,0.000000,-10.210291,7.778458,15.960654,-10.201481,7.774431,15.968645
scenario_4_switching_cal,scenario_4_switching_cal,81.212121,1.176721,7.636758,15.966450,1.203171,7.645548,15.961022,train,0.000088,11.311013,0.000000,0.000000,-10.107843,7.645548,15.961022,-10.134293,7.636758,15.966450
scenario_4_switching_cal,scenario_4_switching_cal,82.424242,1.247719,7.491212,15.964089,1.260958,7.455020,15.963691,train,0.000099,11.311013,0.000000,0.000000,-10.050055,7.455020,15.963691,-10.063294,7.491212,15.964089
scenario_4_switching_cal,scenario_4_switching_cal,83.636364,1.322701,7.337422,15.961548,1.323024,7.346809,15.948433,train,0.000114,11.311013,0.000000,0.000000,-9.987989,7.346809,15.948433,-9.988312,7.337422,15.961548
scenario_4_switching_cal,scenario_4_switching_cal,84.848485,1.401843,7.175011,15.958811,1.392623,7.220471,15.972633,test,0.000133,11.311013,0.000000,0.000000,-9.918391,7.220471,15.972633,-9.909170,7.175011,15.958811
scenario_4_switching_cal,scenario_4_switching_cal,86.060606,1.485318,7.003603,15.955863,1.476653,7.016401,15.984582,test,0.000156,11.311013,0.000000,0.000000,-9.834360,7.016401,15.984582,-9.825695,7.003603,15.955863
scenario_4_switching_cal,scenario_4_switching_cal,87.272727,1.573295,6.822824,15.952683,1.579850,6.852292,15.943395,test,0.000185,11.311013,0.000000,0.000000,-9.731163,6.852292,15.943395,-9.737718,6.822824,15.952683
scenario_4_switching_cal,scenario_4_switching_cal,88.484848,1.665938,6.632311,15.949250,1.677622,6.635969,15.958954,test,0.000224,11.311013,0.000000,0.000000,-9.633392,6.635969,15.958954,-9.645075,6.632311,15.949250
scenario_4_switching_cal,scenario_4_switching_cal,89.696970,1.763401,6.431714,15.945543,1.745248,6.430250,15.940751,test,0.000276,11.311013,0.000000,0.000000,-9.565765,6.430250,15.940751,-9.547612,6.431714,15.945543
scenario_4_switching_cal,scenario_4_switching_cal,90.909091,1.865821,6.220709,15.941534,1.866551,6.228334,15.948843,test,0.000345,11.311013,0.000000,0.000000,-9.444463,6.228334,15.948843,-9.445192,6.220709,15.941534
scenario_4_switching_cal,scenario_4_switching_cal,92.121212,1.973318,5.999002,15.937192,1.932686,5.982685,15.968508,test,0.000441,11.311013,0.000000,0.000000,-9.378328,5.982685,15.968508,-9.337695,5.999002,15.937192
scenario_4_switching_cal,scenario_4_switching_cal,93.333333,2.085984,5.766348,15.932483,2.090219,5.747073,15.942657,test,0.000577,11.311013,0.000000,0.000000,-9.220795,5.747073,15.942657,-9.225029,5.766348,15.932483
scenario_4_switching_cal,scenario_4_switching_cal,94.545455,2.203878,5.522565,15.927363,2.219121,5.547891,15.891895,test,0.000775,11.311013,0.000000,0.000000,-9.091893,5.547891,15.891895,-9.107136,5.522565,15.927363
scenario_4_switching_cal,scenario_4_switching_cal,95.757576,2.327012,5.267553,15.921777,2.321410,5.295000,15.930857,test,0.001071,11.311013,0.000000,0.000000,-8.989603,5.295000,15.930857,-8.984002,5.267553,15.921777
scenario_4_switching_cal,scenario_4_switching_cal,96.969697,2.455345,5.001324,15.915648,2.491676,4.981502,15.940305,test,0.001528,11.311013,0.000000,0.000000,-8.819337,4.981502,15.940305,-8.855668,5.001324,15.915648
scenario_4_switching_cal,scenario_4_switching_cal,98.181818,2.588770,4.724038,15.908863,2.571146,4.743398,15.904431,test,0.002263,11.311013,0.000000,0.000000,-8.739868,4.743398,15.904431,-8.722243,4.724038,15.908863
scenario_4_switching_cal,scenario_4_switching_cal,99.393939,2.727099,4.436052,15.901241,2.731448,4.434313,15.921153,test,0.003493,11.311013,0.000000,0.000000,-8.579565,4.434313,15.921153,-8.583914,4.436052,15.901241
scenario_4_switching_cal,scenario_4_switching_cal,100.606061,2.870060,4.138000,15.892457,2.869344,4.144796,15.878655,test,0.005650,11.311013,0.000000,0.000000,-8.441669,4.144796,15.878655,-8.440953,4.138000,15.892457
scenario_4_switching_cal,scenario_4_switching_cal,101.818182,3.017311,3.830913,15.881892,3.015305,3.840117,15.852181,test,0.009623,11.311013,0.000000,0.000000,-8.295708,3.840117,15.852181,-8.293702,3.830913,15.881892
scenario_4_switching_cal,scenario_4_switching_cal,103.030303,3.168504,3.516439,15.868271,3.166217,3.536326,15.871094,test,0.017319,11.311013,0.000000,0.000000,-8.144796,3.536326,15.871094,-8.142509,3.516439,15.868271
scenario_4_switching_cal,scenario_4_switching_cal,104.242424,3.323498,3.197256,15.848826,3.325641,3.198910,15.813697,test,0.032850,11.311013,0.000000,0.000000,-7.985373,3.198910,15.813697,-7.987515,3.197256,15.848826
scenario_4_switching_cal,scenario_4_switching_cal,105.454545,3.482908,2.877811,15.817486,3.499867,2.906014,15.812691,test,0.064478,11.311013,0.000000,0.000000,-7.811146,2.906014,15.812691,-7.828106,2.877811,15.817486
scenario_4_switching_cal,scenario_4_switching_cal,106.666667,3.649201,2.565262,15.761808,3.676756,2.571450,15.787544,test,0.124799,11.311013,0.000000,0.000000,-7.634257,2.571450,15.787544,-7.661812,2.565262,15.761808
scenario_4_switching_cal,scenario_4_switching_cal,107.878788,3.827847,2.269127,15.661218,3.827802,2.281611,15.623023,test,0.221304,11.311013,0.000000,0.000000,-7.483211,2.281611,15.623023,-7.483166,2.269127,15.661218
scenario_4_switching_cal,scenario_4_switching_cal,109.090909,4.026487,1.997491,15.492580,4.042793,1.980825,15.466990,test,0.342072,11.311013,0.000000,0.000000,-7.268220,1.980825,15.466990,-7.284527,1.997491,15.492580
scenario_4_switching_cal,scenario_4_switching_cal,110.303030,4.251970,1.752699,15.240253,4.237935,1.795872,15.219613,test,0.464093,11.311013,0.000000,0.000000,-7.073078,1.795872,15.219613,-7.059043,1.752699,15.240253
scenario_4_switching_cal,scenario_4_switching_cal,111.515152,4.508698,1.531763,14.898724,4.524017,1.541160,14.897457,test,0.572189,11.311013,0.000000,0.000000,-6.786996,1.541160,14.897457,-6.802315,1.531763,14.898724
scenario_4_switching_cal,scenario_4_switching_cal,112.727273,4.799130,1.329421,14.468401,4.783890,1.343681,14.461087,test,0.661803,11.311013,0.000000,0.000000,-6.527123,1.343681,14.461087,-6.511883,1.329421,14.468401
scenario_4_switching_cal,scenario_4_switching_cal,113.939394,5.124718,1.140239,13.951657,5.146531,1.108075,13.979640,test,0.733831,11.311013,0.000000,0.000000,-6.164482,1.108075,13.979640,-6.186295,1.140239,13.951657
scenario_4_switching_cal,scenario_4_switching_cal,115.151515,5.486461,0.959400,13.350988,5.530674,0.942946,13.370075,test,0.790915,11.311013,0.000000,0.000000,-5.780339,0.942946,13.370075,-5.824552,0.959400,13.350988
scenario_4_switching_cal,scenario_4_switching_cal,116.363636,5.885106,0.782839,12.668506,5.882664,0.807597,12.678412,test,0.835877,11.311013,0.000000,0.000000,-5.428349,0.807597,12.678412,-5.425907,0.782839,12.668506
scenario_4_switching_cal,scenario_4_switching_cal,117.575758,6.321142,0.607161,11.906039,6.277292,0.612899,11.908951,test,0.871200,11.311013,0.000000,0.000000,-5.033722,0.612899,11.908951,-4.989871,0.607161,11.906039
scenario_4_switching_cal,scenario_4_switching_cal,118.787879,6.794666,0.429530,11.065516,6.783705,0.391255,11.073381,test,0.898927,11.311013,0.000000,0.000000,-4.527308,0.391255,11.073381,-4.516347,0.429530,11.065516
scenario_4_switching_cal,scenario_4_switching_cal,120.000000,7.305129,0.247563,10.149548,7.329766,0.268329,10.132309,test,0.920686,11.311013,0.000000,0.000000,-3.981247,0.268329,10.132309,-4.005884,0.247563,10.149548
