run_id,time_h,X_obs,S1_obs,S2_obs,Ethanol_obs,O2_obs,CO2_obs
scenario_0_baseline_cal__run_0000,29.090909090909093,2.254279329765311,16.85734968551522,10.859293724188136,0.1527195519808953,14.031304182741676,1.3467900251522422
scenario_0_baseline_cal__run_0000,30.303030303030305,2.6727392034683075,17.95824941032973,11.10331118717246,0.1766634304328981,13.280708009600472,1.6771140285649322
scenario_0_baseline_cal__run_0000,31.51515151515152,2.898236148079808,17.21301967186596,9.884271468283815,0.189999666689654,13.20092315829013,2.119788484138956
scenario_0_baseline_cal__run_0000,32.72727272727273,3.764597098289363,15.86166403191752,10.389785243585631,0.165998745400796,13.32750141688476,2.332807580769193
scenario_0_baseline_cal__run_0000,33.93939393939394,4.411655595019269,,9.531992309675443,0.2702702237503096,12.832498498991376,2.898570425203799
scenario_0_baseline_cal__run_0000,35.15151515151516,5.219676027699078,13.902201148995474,8.273115232227338,0.3171135415323665,12.342736745459442,3.4858916944613094
scenario_0_baseline_cal__run_0000,36.36363636363637,6.730601413271861,13.388316353494693,7.787628258592012,0.3381128093598929,11.501074527888472,3.9544719625253406
scenario_0_baseline_cal__run_0000,37.57575757575758,7.444868058684201,12.91002446375036,6.812879935474707,0.3884808402025114,11.130162595058984,5.39827033189418
scenario_0_baseline_cal__run_0000,38.78787878787879,8.931065950584912,11.607996068574916,4.959037254012904,0.4713940456625574,10.961728040256968,6.145473690146898
scenario_0_baseline_cal__run_0000,40.0,10.058670634339734,10.049750680777253,3.891089388843776,0.616982054109054,9.643878311376874,7.030787471058269
scenario_0_baseline_cal__run_0000,41.21212121212121,11.929968580522836,8.118153441348728,2.4140257192786017,0.7428308111538544,9.25085484490736,
scenario_0_baseline_cal__run_0000,42.42424242424242,13.32719666316698,6.052401616714796,1.152710626972703,0.6907209004398872,8.649700740977112,8.892847143973002
scenario_0_baseline_cal__run_0000,43.63636363636364,14.66887476774406,4.238684808274972,0.3750789030246926,0.8487562405971015,7.783266482647091,10.165188797713151
scenario_0_baseline_cal__run_0000,44.84848484848485,15.941015380055118,,0.1681186950956711,0.8600739416037358,7.138104946009136,11.00999398131773
scenario_0_baseline_cal__run_0000,46.06060606060606,17.278778416415648,1.141038041486966,0.0851275241361351,1.07916878764922,6.98247005992278,10.790892095225244
scenario_0_baseline_cal__run_0000,47.27272727272727,16.349065490146316,0.0,0.0882869657858177,1.0650193053204466,6.517079557835083,11.470930128382664
scenario_0_baseline_cal__run_0000,48.48484848484848,17.133229970175105,0.0,0.0868060692135029,1.05332184926467,6.848583048897343,11.621608753971175
scenario_0_baseline_cal__run_0000,49.696969696969695,17.11917462422398,0.0,0.1257448725174468,0.978569297918795,6.436166916604639,11.757619033729751
scenario_0_baseline_cal__run_0000,50.909090909090914,16.470166552822867,0.0,0.1299050784228006,1.0301175708613597,6.527340726269296,11.196018099067704
scenario_0_baseline_cal__run_0000,52.121212121212125,17.10700979067005,8.681947611331384e-06,0.1381352870434824,0.9738122915034696,6.527107094276165,11.421606827725546
scenario_0_baseline_cal__run_0000,53.333333333333336,16.208979884603558,0.0,0.1078112417227755,0.9056589165493156,6.8383489763213765,11.470642323638994
scenario_0_baseline_cal__run_0000,54.54545454545455,17.081433655779332,0.0,0.1463972406442793,,6.999450966421323,11.72121082162646
scenario_0_baseline_cal__run_0000,55.75757575757576,16.012696286644598,0.0,0.1290125070891191,0.98637772667224,6.552485758985176,10.96268430544133
scenario_0_baseline_cal__run_0000,56.96969696969697,17.667848908130683,0.0,0.1684280826944463,0.9903979922035696,6.64521082071738,11.70361163433058
scenario_0_baseline_cal__run_0000,58.18181818181819,16.697753905198926,0.0359990557215573,0.1125055022011552,0.8959108983846281,7.029162732151408,12.111687501643315
scenario_0_baseline_cal__run_0000,59.3939393939394,17.246549374787058,0.0,0.1399332892369582,0.984787484874697,6.765437527474817,11.517781432436127
scenario_0_baseline_cal__run_0000,60.60606060606061,17.764169425684972,0.0,0.1276825314745618,0.993367468493808,7.212555406934524,11.02266498808496
scenario_0_baseline_cal__run_0000,61.81818181818182,16.84785542516729,0.0157973707254885,0.1149136941230559,1.0193105477680269,6.645696831902805,11.841713801305929
scenario_0_baseline_cal__run_0000,63.03030303030303,16.180771348267754,0.0,0.1530245388363539,1.0084721176326128,6.807362284939839,11.624625530140005
scenario_0_baseline_cal__run_0000,64.24242424242425,16.414268144514356,0.008787461387735,0.1301936004309707,0.9720556638257484,6.928784941604991,11.409830281463808
scenario_0_baseline_cal__run_0000,65.45454545454545,,0.0329500013668588,0.1596300031238914,0.9663612505644528,6.510152780000739,11.427706673985002
scenario_0_baseline_cal__run_0000,66.66666666666667,17.245488197018364,0.0066951179901674,0.1907239119583118,0.9634082285451696,6.729153196041018,10.942769126754758
scenario_0_baseline_cal__run_0000,67.87878787878788,17.46458706987449,0.0324954887950039,0.1729760919794634,0.9706642153296048,6.806405630982785,10.926371442627069
scenario_0_baseline_cal__run_0000,69.0909090909091,16.560946711687127,0.03067133655757,0.1443526522450113,1.0693581543728583,6.845027041802907,11.319468313510512
scenario_0_baseline_cal__run_0000,70.30303030303031,16.912518961523716,0.0406989574521443,0.1579751286858255,0.900904853714388,6.669599742937993,11.479024815075066
scenario_0_baseline_cal__run_0000,71.51515151515152,16.420116104084858,0.0,0.1881116436929503,0.9834834162406024,6.816693742884053,11.280762677706536
scenario_0_baseline_cal__run_0000,72.72727272727273,17.6615438547254,0.0216807484739728,0.1571134827487181,1.0162165296757275,7.053402018529574,11.339062962525546
scenario_0_baseline_cal__run_0000,73.93939393939394,15.512371927541034,0.0284508826811773,0.1559947706275661,0.937216444793804,6.736919098116561,10.635731668071614
scenario_0_baseline_cal__run_0000,75.15151515151516,17.0291677166107,0.0150956571723087,0.1715177101319935,0.9390602363702316,6.668284989715932,11.496447645092326
scenario_0_baseline_cal__run_0000,76.36363636363636,16.866933040021337,0.0142878878032606,0.1876782311639742,1.107834468399515,6.957071023751696,12.138756672349352
scenario_0_baseline_cal__run_0000,77.57575757575758,17.15749185738621,0.0358984010671402,0.1887116488519149,1.0564018820617551,6.74062124605378,11.581460210914782
scenario_0_baseline_cal__run_0000,78.7878787878788,17.147832443317654,0.0196566001163085,0.1918905028692919,1.0137791371012177,6.777070075264285,11.859710567196435
scenario_0_baseline_cal__run_0000,80.0,17.367123173193182,0.0326731172540121,0.1514958583660869,1.0628307527298353,6.572999315598826,11.598234502528337
scenario_0_baseline_cal__run_0000,81.21212121212122,17.16552860750205,0.0106483113677057,0.189909607357946,1.062361155025624,6.717238901388895,11.16747440918875
scenario_0_baseline_cal__run_0000,82.42424242424242,17.1611792436795,0.0313814569407258,0.1731552510103791,0.9970858666828653,7.222982606103523,11.498115633817712
scenario_0_baseline_cal__run_0000,83.63636363636364,16.041082945433388,0.0705496858958276,0.2182996574343554,1.0818143833454317,7.043780660742962,11.025772254664092
scenario_0_baseline_cal__run_0000,84.84848484848484,17.19485712243724,0.051799175438137,0.1797563248277365,0.9945368337531532,6.813292388666219,11.723051933744328
scenario_0_baseline_cal__run_0000,86.06060606060606,16.24843645113862,0.0493440875410321,0.2207306399063882,1.032074385940111,6.966496513499387,11.71981089415812
scenario_0_baseline_cal__run_0000,87.27272727272728,16.882828888805527,0.0623936271301166,0.2184583895922243,0.9859288480564776,6.622414504694744,11.20682113152336
scenario_0_baseline_cal__run_0000,88.48484848484848,16.470977825582445,0.0520108972655343,0.2000311249629265,1.0852167443626222,6.581801359485969,11.078150806212106
scenario_0_baseline_cal__run_0000,89.6969696969697,17.067544300150207,0.0811779138126936,0.1800192326322797,1.1049077897702748,6.353514892926993,11.196964499939096
scenario_0_baseline_cal__run_0000,90.9090909090909,17.043579343109094,0.0264064684200787,0.2406079635914008,1.0412873346603737,6.53659296074556,12.191716648410477
scenario_0_baseline_cal__run_0000,92.12121212121212,16.619511100124665,0.0566620993703534,0.2159184667457818,0.9644413420741306,6.8128709555734925,11.899763292386368
scenario_0_baseline_cal__run_0000,93.33333333333334,17.0040564464931,0.0280238007666816,0.2071587616806143,1.071399749782243,6.683586468894838,11.88528909676477
scenario_0_baseline_cal__run_0000,94.54545454545456,16.9423893018102,0.0873359154232136,0.2071022221756194,1.041190394029927,,11.340036770707146
scenario_0_baseline_cal__run_0000,95.75757575757576,16.626618901672487,0.0959490970150534,0.2371955762788439,0.9394224276957446,6.773332832779271,11.559305705367958
scenario_0_baseline_cal__run_0000,96.96969696969695,16.678298969191754,0.0444460281526809,0.2365903603576493,1.0419617606618663,6.860072410189171,11.188527294048365
scenario_0_baseline_cal__run_0000,98.1818181818182,16.495623446096335,0.0603130909778337,0.2282829832680692,1.039614013605255,6.673882014803249,10.68339252031268
scenario_0_baseline_cal__run_0000,99.3939393939394,17.332359075506005,0.0807990853231268,0.1822943618973279,1.0001820480545107,6.734884619676712,11.724091272006046
scenario_0_baseline_cal__run_0000,100.6060606060606,17.21261180563372,0.0952848598405625,0.2308741215064747,0.9996958154082616,6.73324307620131,11.667224070808688
scenario_0_baseline_cal__run_0000,101.81818181818184,17.036932062839455,0.0867871613260258,0.239534013599074,1.01744073452306,6.974030582710465,11.53817280767812
scenario_0_baseline_cal__run_0000,103.03030303030305,16.413966548373487,0.0718832012623564,0.2431748264240633,0.895929231972763,6.9683017592747625,11.215590472854284
scenario_0_baseline_cal__run_0000,104.24242424242424,17.50575673562631,0.1183085058309933,0.2383869168020442,0.9648243033784282,6.399089712055993,11.06460882604904
scenario_0_baseline_cal__run_0000,105.45454545454544,17.06799709461915,0.0955304616245591,,1.0095090601987724,,12.03008888489384
scenario_0_baseline_cal__run_0000,106.66666666666669,17.679067367038385,0.0718071843682759,0.2339786062085123,1.0976645874424005,6.430954242671516,10.895659573823211
scenario_0_baseline_cal__run_0000,107.87878787878788,17.20296267843576,0.0875426235624421,0.2506468221317373,1.0845647234009066,7.155408244244377,11.292780083182093
scenario_0_baseline_cal__run_0000,109.0909090909091,17.618222731778484,0.1424370526567774,0.2545276565788208,0.9577350256869116,6.756979888703838,11.424507996570153
scenario_0_baseline_cal__run_0000,110.30303030303033,16.595175137543933,0.0992851251058291,0.2444425600535791,0.90402422666239,7.012707938811129,11.446396895403216
scenario_0_baseline_cal__run_0000,111.51515151515152,17.904231775945966,0.0842532935647029,0.2546557172460779,1.018595709524151,6.815756568569523,11.122545538744191
scenario_0_baseline_cal__run_0000,112.72727272727272,16.79996608362377,0.1144354994202083,0.2713282684489399,0.9871945825368298,6.142521223185861,11.802153358331305
scenario_0_baseline_cal__run_0000,113.93939393939394,17.93369321102194,0.1372591223128896,0.2018122717429659,1.029577826011313,6.801575677830401,11.692020862789835
scenario_0_baseline_cal__run_0000,115.15151515151516,16.802374945191,0.1371495422817835,0.2441727158155827,0.8856224011519177,6.616786023010905,11.099350783247472
scenario_0_baseline_cal__run_0000,116.36363636363636,15.94147368995384,0.1124184818096358,0.2359809118481015,0.915241690400203,6.439006272641268,11.999885429505204
scenario_0_baseline_cal__run_0000,117.57575757575758,16.538325829131068,0.1177780769213343,0.2606840150057758,0.9091705840494752,6.5602648411817,11.74471302955427
scenario_0_baseline_cal__run_0000,118.7878787878788,17.480600492951734,0.1245027886886418,0.2276823148072555,1.0219379646152225,6.591893741123972,11.554949652772722
scenario_0_baseline_cal__run_0000,120.0,16.818201214821944,0.1508879783306335,0.2672573646555974,0.9623790674947584,6.930205694910653,11.90388616837107
