run_id,scenario,time_h,X_true,S1_true,S2_true,X_obs,S1_obs,S2_obs,split,z_true,X_baseline,S1_baseline,S2_baseline,res_X,res_S1,res_S2,res_X_true,res_S1_true,res_S2_true
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,14.545455,0.041190,9.956496,15.999639,0.052268,9.957365,16.014568,train,0.002741,0.099787,9.925418,15.920540,-0.047519,0.031947,0.094028,-0.058597,0.031078,0.079100
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,15.757576,0.043772,9.951191,15.999610,0.041110,9.956109,15.984569,train,0.002154,0.114079,9.912059,15.906304,-0.072969,0.044051,0.078265,-0.070307,0.039132,0.093306
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,16.969697,0.046516,9.945551,15.999580,0.044114,9.944977,15.996283,train,0.001694,0.130414,9.896790,15.890032,-0.086300,0.048187,0.106251,-0.083898,0.048761,0.109548
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,18.181818,0.049433,9.939555,15.999548,0.077030,9.938503,15.982211,train,0.001333,0.149085,9.879338,15.871433,-0.072056,0.059165,0.110778,-0.099652,0.060217,0.128115
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,19.393939,0.052533,9.933183,15.999515,0.076724,9.945444,16.024235,train,0.001049,0.170424,9.859394,15.850175,-0.093700,0.086050,0.174060,-0.117890,0.073789,0.149340
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,20.606061,0.055828,9.926411,15.999480,0.065376,9.915569,16.005708,train,0.000827,0.194809,9.836602,15.825879,-0.129432,0.078967,0.179829,-0.138981,0.089809,0.173600
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,21.818182,0.059330,9.919213,15.999443,0.093712,9.900259,16.006784,train,0.000652,0.222674,9.810558,15.798114,-0.128962,0.089701,0.208670,-0.163344,0.108654,0.201329
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,23.030303,0.063051,9.911563,15.999404,0.055322,9.972039,16.026568,train,0.000515,0.254513,9.780801,15.766387,-0.199191,0.191237,0.260181,-0.191462,0.130762,0.233017
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,24.242424,0.067006,9.903434,15.999363,0.099465,9.889117,16.022490,train,0.000408,0.290888,9.746806,15.730135,-0.191423,0.142311,0.292355,-0.223882,0.156628,0.269228
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,25.454545,0.071208,9.894795,15.999319,0.082059,9.896798,16.014626,train,0.000324,0.332442,9.707973,15.688716,-0.250383,0.188825,0.325910,-0.261233,0.186822,0.310603
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,26.666667,0.075674,9.885615,15.999273,0.141094,9.855702,15.970839,train,0.000258,0.379903,9.663620,15.641402,-0.238809,0.192081,0.329437,-0.304229,0.221994,0.357871
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,27.878788,0.080419,9.875860,15.999224,0.056569,9.878189,15.985310,train,0.000206,0.434104,9.612972,15.587359,-0.377535,0.265217,0.397952,-0.353685,0.262888,0.411865
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,29.090909,0.085461,9.865495,15.999172,0.071674,9.846830,15.979094,train,0.000165,0.495991,9.555146,15.525640,-0.424317,0.291684,0.453455,-0.410530,0.310348,0.473532
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,30.303030,0.090818,9.854481,15.999117,0.099194,9.845631,16.013667,train,0.000133,0.566637,9.489140,15.455168,-0.467444,0.356491,0.558500,-0.475820,0.365341,0.543949
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,31.515152,0.096510,9.842778,15.999058,0.104455,9.863679,16.002471,train,0.000108,0.647264,9.413816,15.374717,-0.542810,0.449864,0.627753,-0.550754,0.428962,0.624340
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,32.727273,0.102558,9.830344,15.998995,0.141560,9.839784,15.971185,train,0.000089,0.739255,9.327883,15.282899,-0.597694,0.511901,0.688286,-0.636697,0.502460,0.716096
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,33.939394,0.108983,9.817132,15.998929,0.095616,9.828501,15.995154,train,0.000073,0.844175,9.229884,15.178135,-0.748560,0.598617,0.817019,-0.735192,0.587248,0.820794
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,35.151515,0.115810,9.803096,15.998858,0.133908,9.767672,15.968975,train,0.000061,0.963798,9.118169,15.058638,-0.829890,0.649503,0.910337,-0.847988,0.684927,0.940219
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,36.363636,0.123062,9.788183,15.998782,0.146311,9.824921,15.997719,train,0.000052,1.100119,8.990880,14.922389,-0.953808,0.834041,1.075330,-0.977057,0.797303,1.076393
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,37.575758,0.130766,9.772340,15.998702,0.144859,9.748503,15.965594,train,0.000045,1.255389,8.845928,14.767107,-1.110530,0.902575,1.198487,-1.124623,0.926413,1.231594
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,38.787879,0.138951,9.755509,15.998616,0.119731,9.786081,16.009193,train,0.000039,1.432130,8.680972,14.590225,-1.312399,1.105109,1.418968,-1.293179,1.074538,1.408391
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,40.000000,0.147646,9.737629,15.998525,0.175801,9.758060,16.006084,train,0.000035,1.633162,8.493400,14.388859,-1.457361,1.264660,1.617225,-1.485517,1.244229,1.609666
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,41.212121,0.156881,9.718636,15.998428,0.181468,9.730182,16.036587,train,0.000031,1.861623,8.280315,14.159784,-1.680155,1.449867,1.876802,-1.704742,1.438320,1.838643
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,42.424242,0.166691,9.698459,15.998324,0.178683,9.681360,16.015282,train,0.000029,2.120982,8.038522,13.899406,-1.942299,1.642838,2.115875,-1.954291,1.659937,2.098918
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,43.636364,0.177111,9.677028,15.998214,0.181198,9.680060,15.989756,train,0.000027,2.415045,7.764533,13.603745,-2.233847,1.915527,2.386011,-2.237934,1.912496,2.394469
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,44.848485,0.188178,9.654265,15.998096,0.192700,9.644846,16.014458,train,0.000025,2.747943,7.454585,13.268420,-2.555243,2.190262,2.746037,-2.559765,2.199680,2.729676
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,46.060606,0.199932,9.630087,15.997971,0.198357,9.630668,15.970017,train,0.000024,3.124094,7.104693,12.888663,-2.925737,2.525975,3.081354,-2.924162,2.525394,3.109308
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,47.272727,0.212415,9.604409,15.997837,0.225230,9.599411,15.978587,train,0.000024,3.548125,6.710746,12.459341,-3.322895,2.888665,3.519246,-3.335710,2.893663,3.538496
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,48.484848,0.225670,9.577138,15.997694,0.226293,9.536366,16.004357,train,0.000023,4.024726,6.268680,11.975032,-3.798433,3.267686,4.029325,-3.799055,3.308458,4.022662
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,49.696970,0.239747,9.548178,15.997541,0.222776,9.570614,15.954376,train,0.000023,4.558404,5.774768,11.430155,-4.335628,3.795846,4.524221,-4.318658,3.773410,4.567386
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,50.909091,0.254693,9.517425,15.997379,0.233721,9.515803,15.996635,train,0.000023,5.153077,5.226103,10.819198,-4.919356,4.289700,5.177438,-4.898384,4.291323,5.178181
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,52.121212,0.270562,9.484771,15.997205,0.255521,9.475075,15.976800,train,0.000023,5.811402,4.621391,10.137085,-5.555881,4.853684,5.839715,-5.540840,4.863380,5.860120
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,53.333333,0.287410,9.450100,15.997019,0.291853,9.438894,15.999045,train,0.000023,6.533703,3.962252,9.379769,-6.241850,5.476641,6.619276,-6.246293,5.487848,6.617250
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,54.545455,0.305296,9.413291,15.996821,0.304757,9.420460,15.975266,train,0.000023,7.316227,3.255344,8.545157,-7.011470,6.165116,7.430109,-7.010931,6.157947,7.451664
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,55.757576,0.324281,9.374213,15.996609,0.328588,9.356338,16.005094,train,0.000024,8.148391,2.515775,7.634533,-7.819803,6.840564,8.370561,-7.824110,6.858439,8.362076
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,56.969697,0.344433,9.332732,15.996382,0.354449,9.287629,15.996768,train,0.000024,9.008687,1.772202,6.654687,-8.654238,7.515427,9.342081,-8.664254,7.560530,9.341695
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,58.181818,0.365820,9.288703,15.996139,0.353273,9.296846,16.024146,train,0.000025,9.859745,1.072626,5.620907,-9.506472,8.224219,10.403239,-9.493926,8.216077,10.375232
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,59.393939,0.388516,9.241974,15.995879,0.417829,9.252356,15.996014,train,0.000026,10.646843,0.484043,4.560539,-10.229014,8.768312,11.435475,-10.258327,8.757930,11.435340
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,60.606061,0.412598,9.192383,15.995601,0.407244,9.188391,15.980229,train,0.000026,11.311013,0.068551,3.515546,-10.903769,9.119839,12.464683,-10.898415,9.123832,12.480056
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,61.818182,0.438149,9.139763,15.995304,0.429481,9.116805,15.990366,train,0.000027,11.311013,0.000000,0.000000,-10.881533,9.116805,15.990366,-10.872864,9.139763,15.995304
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,63.030303,0.465254,9.083933,15.994985,0.474902,9.085712,15.968100,train,0.000028,11.311013,0.000000,0.000000,-10.836111,9.085712,15.968100,-10.845759,9.083933,15.994985
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,64.242424,0.494004,9.024706,15.994642,0.457274,8.995415,16.002765,train,0.000029,11.311013,0.000000,0.000000,-10.853739,8.995415,16.002765,-10.817009,9.024706,15.994642
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,65.454545,0.524495,8.961883,15.994275,0.508684,8.941339,16.006072,train,0.000031,11.311013,0.000000,0.000000,-10.802329,8.941339,16.006072,-10.786518,8.961883,15.994275
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,66.666667,0.556826,8.895256,15.993881,0.576447,8.880242,16.043265,train,0.000032,11.311013,0.000000,0.000000,-10.734566,8.880242,16.043265,-10.754187,8.895256,15.993881
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,67.878788,0.591103,8.824605,15.993458,0.556355,8.841484,15.981021,train,0.000034,11.311013,0.000000,0.000000,-10.754659,8.841484,15.981021,-10.719910,8.824605,15.993458
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,69.090909,0.627437,8.749701,15.993003,0.649788,8.742448,15.987647,train,0.000036,11.311013,0.000000,0.000000,-10.661225,8.742448,15.987647,-10.683576,8.749701,15.993003
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,70.303030,0.665943,8.670300,15.992513,0.696165,8.661343,15.980998,train,0.000038,11.311013,0.000000,0.000000,-10.614848,8.661343,15.980998,-10.645071,8.670300,15.992513
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,71.515152,0.706742,8.586150,15.991986,0.699353,8.625244,15.996228,train,0.000041,11.311013,0.000000,0.000000,-10.611660,8.625244,15.996228,-10.604271,8.586150,15.991986
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,72.727273,0.749961,8.496987,15.991418,0.755798,8.504036,15.999052,train,0.000044,11.311013,0.000000,0.000000,-10.555216,8.504036,15.999052,-10.561052,8.496987,15.991418
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,73.939394,0.795733,8.402532,15.990806,0.818114,8.409312,15.989738,train,0.000047,11.311013,0.000000,0.000000,-10.492899,8.409312,15.989738,-10.515281,8.402532,15.990806
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,75.151515,0.844193,8.302498,15.990145,0.834858,8.295104,16.011871,train,0.000051,11.311013,0.000000,0.000000,-10.476156,8.295104,16.011871,-10.466820,8.302498,15.990145
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,76.363636,0.895486,8.196583,15.989431,0.912842,8.184656,15.977091,train,0.000055,11.311013,0.000000,0.000000,-10.398172,8.184656,15.977091,-10.415527,8.196583,15.989431
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,77.575758,0.949759,8.084477,15.988658,0.936336,8.040749,16.008381,train,0.000060,11.311013,0.000000,0.000000,-10.374677,8.040749,16.008381,-10.361254,8.084477,15.988658
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,78.787879,1.007164,7.965855,15.987821,0.997612,7.985230,15.998591,train,0.000066,11.311013,0.000000,0.000000,-10.313401,7.985230,15.998591,-10.303849,7.965855,15.987821
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,80.000000,1.067859,7.840383,15.986914,1.051872,7.849349,15.986673,train,0.000074,11.311013,0.000000,0.000000,-10.259141,7.849349,15.986673,-10.243154,7.840383,15.986914
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,81.212121,1.132004,7.707719,15.985929,1.138857,7.704136,15.979630,train,0.000083,11.311013,0.000000,0.000000,-10.172156,7.704136,15.979630,-10.179009,7.707719,15.985929
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,82.424242,1.199765,7.567510,15.984858,1.222924,7.564765,16.033392,train,0.000093,11.311013,0.000000,0.000000,-10.088089,7.564765,16.033392,-10.111248,7.567510,15.984858
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,83.636364,1.271307,7.419397,15.983692,1.267625,7.434120,15.967352,train,0.000106,11.311013,0.000000,0.000000,-10.043388,7.434120,15.967352,-10.039706,7.419397,15.983692
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,84.848485,1.346799,7.263018,15.982420,1.321374,7.231923,15.988379,test,0.000123,11.311013,0.000000,0.000000,-9.989640,7.231923,15.988379,-9.964215,7.263018,15.982420
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,86.060606,1.426406,7.098005,15.981031,1.404752,7.086208,15.966027,test,0.000143,11.311013,0.000000,0.000000,-9.906261,7.086208,15.966027,-9.884607,7.098005,15.981031
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,87.272727,1.510295,6.923996,15.979510,1.518187,6.901270,16.015223,test,0.000169,11.311013,0.000000,0.000000,-9.792826,6.901270,16.015223,-9.800718,6.923996,15.979510
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,88.484848,1.598626,6.740632,15.977843,1.635509,6.776062,15.995579,test,0.000202,11.311013,0.000000,0.000000,-9.675504,6.776062,15.995579,-9.712387,6.740632,15.977843
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,89.696970,1.691552,6.547565,15.976010,1.699426,6.565078,15.962443,test,0.000245,11.311013,0.000000,0.000000,-9.611587,6.565078,15.962443,-9.619461,6.547565,15.976010
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,90.909091,1.789213,6.344466,15.973990,1.781475,6.300412,15.984242,test,0.000304,11.311013,0.000000,0.000000,-9.529538,6.300412,15.984242,-9.521800,6.344466,15.973990
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,92.121212,1.891737,6.131032,15.971758,1.907060,6.100757,15.976912,test,0.000383,11.311013,0.000000,0.000000,-9.403953,6.100757,15.976912,-9.419277,6.131032,15.971758
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,93.333333,1.999226,5.906997,15.969285,1.994436,5.904350,15.958952,test,0.000492,11.311013,0.000000,0.000000,-9.316577,5.904350,15.958952,-9.311787,5.906997,15.969285
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,94.545455,2.111758,5.672146,15.966533,2.104192,5.662697,15.981697,test,0.000649,11.311013,0.000000,0.000000,-9.206821,5.662697,15.981697,-9.199255,5.672146,15.966533
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,95.757576,2.229372,5.426332,15.963458,2.210203,5.399844,15.971244,test,0.000878,11.311013,0.000000,0.000000,-9.100810,5.399844,15.971244,-9.081641,5.426332,15.963458
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,96.969697,2.352061,5.169498,15.960000,2.380230,5.208393,15.964314,test,0.001224,11.311013,0.000000,0.000000,-8.930783,5.208393,15.964314,-8.958952,5.169498,15.960000
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,98.181818,2.479759,4.901705,15.956079,2.428975,4.907956,15.955241,test,0.001765,11.311013,0.000000,0.000000,-8.882038,4.907956,15.955241,-8.831254,4.901705,15.956079
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,99.393939,2.612326,4.623176,15.951576,2.628283,4.632673,15.960197,test,0.002641,11.311013,0.000000,0.000000,-8.682730,4.632673,15.960197,-8.698688,4.623176,15.951576
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,100.606061,2.749534,4.334347,15.946302,2.740259,4.320507,15.950889,test,0.004125,11.311013,0.000000,0.000000,-8.570754,4.320507,15.950889,-8.561479,4.334347,15.946302
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,101.818182,2.891057,4.035959,15.939924,2.882850,4.050405,15.941106,test,0.006756,11.311013,0.000000,0.000000,-8.428163,4.050405,15.941106,-8.419957,4.035959,15.939924
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,103.030303,3.036473,3.729199,15.931806,3.070319,3.721591,15.918985,test,0.011658,11.311013,0.000000,0.000000,-8.240694,3.721591,15.918985,-8.274540,3.729199,15.931806
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,104.242424,3.185324,3.415967,15.920611,3.171041,3.410300,15.954486,test,0.021234,11.311013,0.000000,0.000000,-8.139972,3.410300,15.954486,-8.125689,3.415967,15.920611
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,105.454545,3.337320,3.099365,15.903397,3.323718,3.111585,15.882388,test,0.040577,11.311013,0.000000,0.000000,-7.987295,3.111585,15.882388,-7.973694,3.099365,15.903397
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,106.666667,3.492912,2.784530,15.873650,3.490304,2.751950,15.882203,test,0.079304,11.311013,0.000000,0.000000,-7.820709,2.751950,15.882203,-7.818101,2.784530,15.873650
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,107.878788,3.654451,2.479396,15.818322,3.662728,2.511337,15.811917,test,0.149774,11.311013,0.000000,0.000000,-7.648285,2.511337,15.811917,-7.656562,2.479396,15.818322
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,109.090909,3.827277,2.193461,15.717124,3.818440,2.197109,15.752315,test,0.254647,11.311013,0.000000,0.000000,-7.492573,2.197109,15.752315,-7.483736,2.193461,15.717124
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,110.303030,4.018787,1.933335,15.548999,3.987309,1.958954,15.530929,test,0.377183,11.311013,0.000000,0.000000,-7.323704,1.958954,15.530929,-7.292227,1.933335,15.548999
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,111.515152,4.235754,1.699596,15.300411,4.218440,1.678087,15.285706,test,0.495712,11.311013,0.000000,0.000000,-7.092573,1.678087,15.285706,-7.075259,1.699596,15.300411
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,112.727273,4.482922,1.488364,14.966231,4.508549,1.469901,14.946835,test,0.598503,11.311013,0.000000,0.000000,-6.802464,1.469901,14.946835,-6.828091,1.488364,14.966231
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,113.939394,4.763336,1.294229,14.545982,4.764832,1.270991,14.552452,test,0.682944,11.311013,0.000000,0.000000,-6.546181,1.270991,14.552452,-6.547677,1.294229,14.545982
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,115.151515,5.079057,1.111916,14.040765,5.088078,1.116922,14.013304,test,0.750567,11.311013,0.000000,0.000000,-6.222935,1.116922,14.013304,-6.231957,1.111916,14.040765
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,116.363636,5.431614,0.936828,13.451856,5.426385,0.938148,13.442285,test,0.804087,11.311013,0.000000,0.000000,-5.884628,0.938148,13.442285,-5.879399,0.936828,13.451856
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,117.575758,5.822186,0.765100,12.780339,5.808996,0.755811,12.737291,test,0.846221,11.311013,0.000000,0.000000,-5.502017,0.755811,12.737291,-5.488827,0.765100,12.780339
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,118.787879,6.251575,0.593499,12.027266,6.285126,0.573217,12.032074,test,0.879319,11.311013,0.000000,0.000000,-5.025887,0.573217,12.032074,-5.059438,0.593499,12.027266
scenario_7_switching_inhibition_cal,scenario_7_switching_inhibition_cal,120.000000,6.720035,0.419309,11.194106,6.716271,0.393977,11.184102,test,0.905298,11.311013,0.000000,0.000000,-4.594743,0.393977,11.184102,-4.590979,0.419309,11.194106
